959440674,2,66102,95594,2,2,
1566610275,4,49213,56283,2,2,
582118172,6,50196,33325,2,1,
458054979,8,93060,94014,2,2,
124735544,10,50815,71056,2,2,
1428945895,12,57641,31745,1,2,
1853932144,14,4236,8787,2,2,
939488604,16,80831,69476,2,1,
1519867211,18,7661,46518,2,1,
898129115,20,68994,7207,2,2,
1782820340,22,61669,67896,1,1,
1669429518,24,63820,44938,2,2,
1435564912,26,3472,5627,2,2,
517813267,28,25332,82669,2,2,
866571135,30,94404,43358,2,2,
1868515561,32,66642,20400,2,2,
1699860657,34,84950,81089,2,2,
1031768560,36,88710,58131,2,2,
1382945167,38,96194,18820,2,2,
1611500811,40,45337,95862,1,2,
429099072,42,53945,56551,1,1,
1855128095,44,69839,33593,2,2,
1373593758,46,61411,94282,1,1,
1857812213,48,41132,71324,2,2,
2051444441,50,99079,32013,2,2,
623728261,52,57163,9055,2,1,
646752208,54,11807,69744,1,2,
245020156,56,13504,46786,2,2,
1761131102,58,48833,7475,2,1,
292136939,60,58464,84517,2,2,
1976554891,62,10528,45206,2,2,
409233490,64,42744,22248,2,1,
1134759367,66,30052,82937,2,2,
976565941,68,83831,59979,1,1,
1902546475,70,56045,20668,2,2,
1235536622,72,14695,97710,2,2,
1241119721,74,11284,58399,2,1,
1647331132,76,78742,35441,1,2,
1667235314,78,12978,96130,2,2,
971640565,80,37489,73172,2,2,
1910638370,82,49979,33861,2,2,
687699681,84,93045,10903,2,1,
953083044,86,73413,71592,1,2,
370908658,88,96546,48634,2,2,
1324432526,90,38992,9323,1,1,
1271785623,92,33676,86365,2,2,
1551000843,94,55176,47054,1,2,
179268824,96,13921,24096,2,1,
1443432499,98,55157,84785,2,2,
1037148993,100,33175,61827,1,1,
1553070794,102,73505,22516,2,2,
495297445,104,91189,99558,2,2,
1996190277,106,11803,60247,1,1,
1492793350,108,61289,20936,2,2,
1768966746,110,46023,97978,2,1,
1766443426,112,4428,58667,1,2,
1527184096,114,99442,35709,2,2,
2137134414,116,91570,96398,2,1,
668782043,118,45287,73440,2,1,
317023226,120,13680,34129,1,2,
1850020828,122,28276,11171,1,1,
940594681,124,2036,71860,2,2,
1186977045,126,99832,48902,2,2,
119688371,128,10076,9591,1,1,
2081314590,130,80616,86633,1,2,
401458115,132,1964,47322,2,1,
197628823,134,57573,24364,2,2,
1666304198,136,13996,85053,2,1,
167726351,138,69226,62095,2,2,
646157117,140,15601,22784,2,2,
33760982,142,57428,99826,1,1,
153613121,144,57836,60515,2,2,
1950718540,146,90803,37557,2,1,
1218213135,148,15991,98246,1,2,
1608110315,150,82527,75288,2,2,
444473113,152,88525,35977,2,2,
214085321,154,3137,13019,1,2,
1751110755,156,1248,73708,2,1,
512045288,158,37985,50750,2,2,
754557165,160,42401,11439,1,2,
18284229,162,65433,88481,2,1,
540725943,164,51686,49170,2,2,
1140643548,166,37872,26212,2,2,
1244513818,168,93511,86901,2,2,
84552911,170,15071,63943,2,2,
274863382,172,34651,24632,2,1,
569529368,174,18812,1674,1,2,
1569048890,176,9202,62363,2,2,
763062718,178,66557,39405,2,2,
2073048114,180,16230,94,1,2,
1470716838,182,22220,77136,2,1,
886382206,184,81641,37825,1,2,
1424821035,186,76180,14867,2,2,
277233338,188,24401,75556,2,2,
63528263,190,10169,52598,1,2,
1169853712,192,3095,13287,1,1,
223909398,194,25630,73976,2,2,
1089959381,196,89677,51018,1,1,
1683095481,198,80517,11707,2,2,
810843229,200,12185,88749,2,1,
1440859511,202,35666,49438,2,2,
1808868047,204,61235,26480,1,2,
507455494,206,27657,87169,2,1,
513359436,208,83658,64211,2,2,
733576053,210,46095,24900,1,1,
225976892,212,17746,1942,2,2,
1380300772,214,30786,62631,2,2,
1888454025,216,27450,39673,1,1,
493132555,218,62837,362,2,2,
2015941996,220,73968,77404,1,2,
1348235458,222,52636,38093,2,1,
115161812,224,13502,15135,2,2,
1641708079,226,92992,75824,1,1,
592495096,228,32845,52866,2,2,
97734366,230,55693,13555,2,2,
322748153,232,25016,90597,1,1,
133504645,234,79001,51286,2,2,
1446618620,236,29883,28328,2,2,
773048538,238,13787,89017,1,1,
524851778,240,94816,66059,2,2,
1745081660,242,5312,26748,2,1,
1121025696,244,53200,3790,2,1,
1771710963,246,44384,64479,1,2,
506982249,248,67229,41521,2,2,
18788002,250,43471,2210,2,1,
2129353369,252,32137,79252,1,2,
593454274,254,59017,39941,2,1,
1161633484,256,67275,16983,2,2,
2142039140,258,6701,77672,1,2,
1386864787,260,32991,54714,1,1,
1225677580,262,67522,15403,2,2,
110484612,264,9829,92445,2,2,
419866398,266,99442,53134,1,1,
817290992,268,80600,30176,2,2,
2018305702,270,39514,90865,2,1,
1727111117,272,99116,67907,1,2,
159943761,274,20644,28596,2,2,
212303123,276,46887,5638,2,1,
882051014,278,53359,66327,1,2,
633625628,280,12157,43369,2,1,
1984657669,282,68146,4058,2,2,
1992979856,284,77550,64747,1,2,
736903667,286,71414,41789,2,1,
1497285537,288,40408,2478,2,2,
345764480,290,21669,79520,2,2,
1969847918,292,6848,40209,2,1,
2007839654,294,79810,17251,1,2,
1964990289,296,9970,77940,2,1,
542458654,298,63,54982,2,2,
1376435538,300,75908,15671,1,2,
1776189082,302,31976,92713,2,1,
2060263915,304,69206,53402,2,2,
565559347,306,92502,30444,1,1,
803879075,308,79133,91133,1,2,
1223761684,310,90833,68175,2,2,
1810868541,312,5691,28864,2,2,
424162989,314,4083,5906,1,2,
1944960982,316,99948,66595,2,2,
802999657,318,68486,43637,2,1,
15235742,320,78500,4326,1,2,
973881613,322,89853,81368,2,1,
499821470,324,72277,42057,2,2,
1800813253,326,43587,19099,2,2,
112539947,328,16575,79788,1,1,
180670829,330,78842,56830,2,2,
1432156948,332,88044,17519,2,1,
1727988778,334,37512,94561,2,2,
1701986528,336,66692,55250,1,2,
697911791,338,39935,32292,2,1,
1470349881,340,40390,92981,2,2,
254671811,342,55472,70023,1,1,
1130935114,344,7565,30712,2,2,
1437976408,346,70317,7754,2,2,
1107758168,348,74147,68443,1,1,
1904207405,350,21331,45485,2,2,
130687617,352,38255,6174,2,2,
1458964555,354,92403,83216,1,1,
667861696,356,92720,43905,2,2,
1163381798,358,60513,20947,2,1,
1795032191,360,53159,81636,1,2,
1983224686,362,48009,58678,2,1,
681060925,364,81163,19367,2,2,
359272186,366,10719,96409,1,2,
1950636257,368,84248,57098,2,2,
1373974532,370,79606,17787,2,1,
2043492085,372,61836,94829,1,2,
1713347355,374,73212,55518,2,1,
1081976105,376,69996,32560,2,2,
264372579,378,52042,93249,1,1,
1134536389,380,77050,70291,2,2,
1052402202,382,40571,30980,2,2,
